volume,author_id,work_id,book,books_in_osis,chapter_start,verse_start,testament_group,osis_ref,passage
volume_3,tertullian,jews_answer,John,John,1,17,new_testament,Bible:John.1.17,John i. 17
volume_3,tertullian,jews_answer,Gen,Gen,4,1,old_testament_or_other,Bible:Gen.4.1-Gen.4.7,Gen. iv. 1–7
volume_3,tertullian,jews_answer,Heb,Heb,11,4,new_testament,Bible:Heb.11.4,Heb. xi. 4
volume_3,tertullian,jews_answer,Gen,Gen|Gen|2Pet,6,18,old_testament_or_other,Bible:Gen.6.18 Bible:Gen.7.23 Bible:2Pet.2.5,"Gen. vi. 18; vii. 23; 2 Pet. ii.
5"
volume_3,tertullian,jews_answer,Gen,Gen|Gen|Heb,5,22,old_testament_or_other,Bible:Gen.5.22 Bible:Gen.5.24 Bible:Heb.11.5,"Gen. v. 22, 24; Heb. xi. 5"
volume_3,tertullian,jews_answer,Gen,Gen|Gen,11,31,old_testament_or_other,Bible:Gen.11.31 Bible:Gen.12.5,"Gen. xi. 31; xii.
5"
volume_3,tertullian,jews_answer,Gen,Gen,19,1,old_testament_or_other,Bible:Gen.19.1-Gen.19.29,Gen. xix. 1–29
volume_3,tertullian,jews_answer,2Pet,2Pet,2,6,new_testament,Bible:2Pet.2.6-2Pet.2.9,2 Pet. ii. 6–9
volume_3,tertullian,jews_answer,Gen,Gen|Gen|Rom,12,,old_testament_or_other,Bible:Gen.12 Bible:Gen.17 Bible:Rom.4,"Gen. xii.–xv. compared with xvii. and Rom.
iv"
volume_3,tertullian,jews_answer,Rom,Rom,4,11,new_testament,Bible:Rom.4.11,Rom. iv. 11
volume_3,tertullian,jews_answer,Gen,Gen|Gen,14,,old_testament_or_other,Bible:Gen.14 Bible:Gen.17,"Gen. xiv. with Gen.
xvii"
volume_3,tertullian,jews_answer,Exod,Exod,4,24,old_testament_or_other,Bible:Exod.4.24-Exod.4.26,Ex. iv. 24–26
volume_3,tertullian,jews_answer,Isa,Isa,1,7,old_testament_or_other,Bible:Isa.1.7-Isa.1.8,"Isa. i. 7, 8"
volume_3,tertullian,jews_answer,Isa,Isa,1,2,old_testament_or_other,Bible:Isa.1.2,Isa. i. 2
volume_3,tertullian,jews_answer,Isa,Isa,1,15,old_testament_or_other,Bible:Isa.1.15,Isa. i. 15
volume_3,tertullian,jews_answer,Isa,Isa,1,4,old_testament_or_other,Bible:Isa.1.4,Isa. i. 4
volume_3,tertullian,jews_answer,Jer,Jer,4,3,old_testament_or_other,Bible:Jer.4.3-Jer.4.4,"Jer. iv. 3, 4"
volume_3,tertullian,jews_answer,Jer,Jer,31,31,old_testament_or_other,Bible:Jer.31.31-Jer.31.32,"Jer. xxxi. 31, 32"
volume_3,tertullian,jews_answer,Heb,Heb,8,8,new_testament,Bible:Heb.8.8-Heb.8.13,"Heb. viii.
8–13"
volume_3,tertullian,jews_answer,Isa,Isa,2,2,old_testament_or_other,Bible:Isa.2.2-Isa.2.3,"Isa. ii. 2, 3"
volume_3,tertullian,jews_answer,Phil,Phil,3,1,new_testament,Bible:Phil.3.1-Phil.3.2,"Phil. iii. 1, 2"
volume_3,tertullian,jews_answer,Dan,Dan|Dan|Dan,2,34,old_testament_or_other,Bible:Dan.2.34-Dan.2.35 Bible:Dan.2.44 Bible:Dan.2.45,"Dan. ii. 34, 35, 44, 45"
volume_3,tertullian,jews_answer,Isa,Isa,2,3,old_testament_or_other,Bible:Isa.2.3-Isa.2.4,"Isa. ii. 3, 4"
volume_3,tertullian,jews_answer,Exod,Exod|Lev|Deut|Matt,21,24,old_testament_or_other,Bible:Exod.21.24-Exod.21.25 Bible:Lev.24.17-Lev.24.22 Bible:Deut.19.11-Deut.19.21 Bible:Matt.5.38,"Ex. xxi. 24, 25; Lev. xxiv. 17–22;
Deut. xix. 11–21; Matt. v. 38"
volume_3,tertullian,jews_answer,1Cor,1Cor|1Cor,3,6,new_testament,Bible:1Cor.3.6-1Cor.3.9 Bible:1Cor.9.9-1Cor.9.10,"1 Cor. iii.
6–9; ix. 9, 10"
volume_3,tertullian,jews_answer,Ps,Ps,18,43,old_testament_or_other,Bible:Ps.18.43-Ps.18.44,"Ps. xviii. 43, 44"
volume_3,tertullian,jews_answer,2Sam,2Sam|Rom,22,44,old_testament_or_other,Bible:2Sam.22.44-2Sam.22.45 Bible:Rom.10.14-Rom.10.17,"2 Sam. (in LXX. 2 Kings) xxii. 44, 45, and
Rom. x. 14–17"
volume_3,tertullian,jews_answer,Acts,Acts,13,17,new_testament,Bible:Acts.13.17,Acts xiii. 17
volume_3,tertullian,jews_answer,Deut,Deut|Deut|Neh,8,4,old_testament_or_other,Bible:Deut.8.4 Bible:Deut.29.5 Bible:Neh.9.21,"Deut. viii. 4; xxix. 5; Neh. ix.
21"
volume_3,tertullian,jews_answer,Ps,Ps|John,78,25,old_testament_or_other,Bible:Ps.78.25 Bible:John.6.31-John.6.32,"Ps. lxxviii. (lxxvii. in LXX.) 25; comp. John
vi. 31, 32"
volume_3,tertullian,jews_answer,Hos,Hos|1Pet,1,10,old_testament_or_other,Bible:Hos.1.10 Bible:1Pet.2.10,Hos. i. 10; 1 Pet. ii. 10
volume_3,tertullian,jews_answer,Gal,Gal|Gal,5,1,new_testament,Bible:Gal.5.1 Bible:Gal.4.8-Gal.4.9,"Gal. v. 1; iv. 8, 9"
volume_3,tertullian,jews_answer,Exod,Exod|Exod,20,8,old_testament_or_other,Bible:Exod.20.8-Exod.20.11 Bible:Exod.12.16,"Ex.
xx. 8–11 and xii. 16"
volume_3,tertullian,jews_answer,Isa,Isa,1,13,old_testament_or_other,Bible:Isa.1.13,Isa. i. 13
volume_3,tertullian,jews_answer,Ezek,Ezek,22,8,old_testament_or_other,Bible:Ezek.22.8,Ezek. xxii. 8
volume_3,tertullian,jews_answer,Isa,Isa,66,23,old_testament_or_other,Bible:Isa.66.23,Isa. lxvi. 23
volume_3,tertullian,jews_answer,Isa,Isa,49,,old_testament_or_other,Bible:Isa.49,Isa. xlix
volume_3,tertullian,jews_answer,Josh,Josh,6,1,old_testament_or_other,Bible:Josh.6.1-Josh.6.20,Josh. vi. 1–20
volume_3,tertullian,jews_answer,1Macc,1Macc,2,41,deuterocanonical,Bible:1Macc.2.41,1 Macc. ii. 41
volume_3,tertullian,jews_answer,Exod,Exod|Deut|Deut,20,8,old_testament_or_other,Bible:Exod.20.8 Bible:Deut.5.12 Bible:Deut.5.15,"Ex. xx. 8; Deut. v. 12, 15"
volume_3,tertullian,jews_answer,Gen,Gen,4,2,old_testament_or_other,Bible:Gen.4.2-Gen.4.14,Gen. iv. 2–14
volume_3,tertullian,jews_answer,Lev,Lev|Deut,17,1,old_testament_or_other,Bible:Lev.17.1-Lev.17.9 Bible:Deut.12.1-Deut.12.26,"Lev. xvii. 1–9; Deut. xii.
1–26"
volume_3,tertullian,jews_answer,Mal,Mal,1,10,old_testament_or_other,Bible:Mal.1.10-Mal.1.11,"Mal. i. 10, 11"
volume_3,tertullian,jews_answer,Matt,Matt|Mark|Luke,28,19,new_testament,Bible:Matt.28.19-Matt.28.20 Bible:Mark.16.15-Mark.16.16 Bible:Luke.24.45-Luke.24.48,"Matt. xxviii. 19, 20, Mark xvi. 15, 16,
Luke xxiv. 45–48"
volume_3,tertullian,jews_answer,Ps,Ps,19,4,old_testament_or_other,Bible:Ps.19.4,Ps. xix. 4
volume_3,tertullian,jews_answer,Rom,Rom,10,18,new_testament,Bible:Rom.10.18,Rom. x. 18
volume_3,tertullian,jews_answer,Ps,Ps|Ps,96,7,old_testament_or_other,Bible:Ps.96.7-Ps.96.8 Bible:Ps.29.1-Ps.29.2,"Ps.
xcvi. (xcv. in LXX.) 7, 8; and comp. xxix. (xxviii. in LXX.) 1,
2"
volume_3,tertullian,jews_answer,Ps,Ps,51,17,old_testament_or_other,Bible:Ps.51.17,Ps. li. 17
volume_3,tertullian,jews_answer,Ps,Ps,50,14,old_testament_or_other,Bible:Ps.50.14,"Ps. l. (xlix.
in LXX.) 14"
volume_3,tertullian,jews_answer,Isa,Isa,1,11,old_testament_or_other,Bible:Isa.1.11,Isa. i. 11
volume_3,tertullian,jews_answer,Isa,Isa,1,11,old_testament_or_other,Bible:Isa.1.11-Isa.1.14,Isa. i. 11–14
volume_3,tertullian,jews_answer,Mal,Mal,1,,old_testament_or_other,Bible:Mal.1,Mal. i
volume_3,tertullian,jews_answer,Luke,Luke|Isa,1,78,new_testament,Bible:Luke.1.78-Luke.1.79 Bible:Isa.9.1-Isa.9.2,"Luke i. 78, 79, Isa. ix. 1, 2"
volume_3,tertullian,jews_answer,Matt,Matt,4,12,new_testament,Bible:Matt.4.12-Matt.4.16,Matt. iv. 12–16
volume_3,tertullian,jews_answer,1Cor,1Cor,9,16,new_testament,Bible:1Cor.9.16,1 Cor. ix. 16
volume_3,tertullian,jews_answer,Isa,Isa,45,1,old_testament_or_other,Bible:Isa.45.1,Isa. xlv. 1
volume_3,tertullian,jews_answer,Ps,Ps|Rom,19,4,old_testament_or_other,Bible:Ps.19.4 Bible:Rom.10.18,"Ps.
xix. 4 (xviii. 5. in LXX.) and Rom. x. 18"
volume_3,tertullian,jews_answer,Acts,Acts|Acts,2,9,new_testament,Bible:Acts.2.9-Acts.2.10 Bible:Acts.2.5,"Acts ii. 9,
10; but comp. ver. 5"
volume_3,tertullian,jews_answer,Isa,Isa,45,1,old_testament_or_other,Bible:Isa.45.1-Isa.45.2,"Isa. xlv. 1, 2"
volume_3,tertullian,jews_answer,1Kgs,1Kgs,4,25,old_testament_or_other,Bible:1Kgs.4.25,1 Kings iv. 25
volume_3,tertullian,jews_answer,Esth,Esth|Esth,1,1,old_testament_or_other,Bible:Esth.1.1 Bible:Esth.8.9,Esth. i. 1; viii. 9
volume_3,tertullian,jews_answer,John,John,20,28,new_testament,Bible:John.20.28,John xx. 28
volume_3,tertullian,jews_answer,Dan,Dan,9,26,old_testament_or_other,Bible:Dan.9.26,Dan. ix. 26
volume_3,tertullian,jews_answer,Isa,Isa,55,4,old_testament_or_other,Bible:Isa.55.4,Isa. lv. 4
volume_3,tertullian,jews_answer,Dan,Dan|Dan,9,,old_testament_or_other,Bible:Dan.9 Bible:Dan.24,Dan. ix . 24–27
volume_3,tertullian,jews_answer,Dan,Dan,9,23,old_testament_or_other,Bible:Dan.9.23,"ver.
23"
volume_3,tertullian,jews_answer,Ps,Ps,49,11,old_testament_or_other,Bible:Ps.49.11,Ps. xlix. 11
volume_3,tertullian,jews_answer,Ps,Ps,48,12,old_testament_or_other,Bible:Ps.48.12,Ps. xlviii. 12
volume_3,tertullian,jews_answer,Matt,Matt|Luke,11,13,new_testament,Bible:Matt.11.13 Bible:Luke.16.16,"Matt. xi. 13;
Luke xvi. 16"
volume_3,tertullian,jews_answer,Ps,Ps,22,16,old_testament_or_other,Bible:Ps.22.16,Ps. xxii. 16
volume_3,tertullian,jews_answer,Exod,Exod|Mark|Luke,12,6,old_testament_or_other,Bible:Exod.12.6 Bible:Mark.14.12 Bible:Luke.22.7,"Ex. xii. 6 with Mark xiv. 12, Luke xxii.
7"
volume_3,tertullian,jews_answer,Matt,Matt,27,24,new_testament,Bible:Matt.27.24-Matt.27.25,"Matt. xxvii. 24, 25"
volume_3,tertullian,jews_answer,John,John,19,12,new_testament,Bible:John.19.12,John xix. 12
volume_3,tertullian,jews_answer,Acts,Acts,3,13,new_testament,Bible:Acts.3.13,Acts iii. 13
volume_3,tertullian,jews_answer,Luke,Luke,24,44,new_testament,Bible:Luke.24.44,Luke xxiv. 44
volume_3,tertullian,jews_answer,Isa,Isa,7,13,old_testament_or_other,Bible:Isa.7.13-Isa.7.14,"Isa. vii. 13, 14"
volume_3,tertullian,jews_answer,Matt,Matt,1,23,new_testament,Bible:Matt.1.23,Matt. i. 23
volume_3,tertullian,jews_answer,Isa,Isa,7,15,old_testament_or_other,Bible:Isa.7.15,Isa vii. 15
volume_3,tertullian,jews_answer,Isa,Isa,8,4,old_testament_or_other,Bible:Isa.8.4,Isa. viii. 4
volume_3,tertullian,jews_answer,Isa,Isa|Isa,8,8,old_testament_or_other,Bible:Isa.8.8 Bible:Isa.8.10,"Isa. viii. 8, 10"
volume_3,tertullian,jews_answer,Judg,Judg,13,12,old_testament_or_other,Bible:Judg.13.12,Judg. xiii. 12
volume_3,tertullian,jews_answer,Matt,Matt,2,1,new_testament,Bible:Matt.2.1-Matt.2.12,Matt. ii. 1–12
volume_3,tertullian,jews_answer,Zech,Zech,14,14,old_testament_or_other,Bible:Zech.14.14,Zech. xiv. 14
volume_3,tertullian,jews_answer,Ps,Ps,72,15,old_testament_or_other,Bible:Ps.72.15,Ps. lxxii. 15
volume_3,tertullian,jews_answer,Ps,Ps,72,10,old_testament_or_other,Bible:Ps.72.10,Ps. lxxii. 10
volume_3,tertullian,jews_answer,Isa,Isa,1,10,old_testament_or_other,Bible:Isa.1.10,Isa. i. 10
volume_3,tertullian,jews_answer,Gen,Gen,19,23,old_testament_or_other,Bible:Gen.19.23-Gen.19.29,Gen. xix. 23–29
volume_3,tertullian,jews_answer,Ezek,Ezek|Ezek,16,3,old_testament_or_other,Bible:Ezek.16.3 Bible:Ezek.16.45,"Ezek. xvi. 3, 45"
volume_3,tertullian,jews_answer,Isa,Isa,19,1,old_testament_or_other,Bible:Isa.19.1,Isa. xix. 1
volume_3,tertullian,jews_answer,Isa,Isa|Isa,30,,old_testament_or_other,Bible:Isa.30 Bible:Isa.31,"Isa. xxx. and
xxxi"
volume_3,tertullian,jews_answer,Rev,Rev,17,,new_testament,Bible:Rev.17,Rev. xvii
volume_3,tertullian,jews_answer,Ps,Ps,45,3,old_testament_or_other,Bible:Ps.45.3,Ps. xlv. 3
volume_3,tertullian,jews_answer,Ps,Ps,44,4,old_testament_or_other,Bible:Ps.44.4,Ps. xliv. 4
volume_3,tertullian,jews_answer,Ps,Ps,45,2,old_testament_or_other,Bible:Ps.45.2,Ps. xlv. 2
volume_3,tertullian,jews_answer,Ps,Ps,45,4,old_testament_or_other,Bible:Ps.45.4,Ps. xlv. 4
volume_3,tertullian,jews_answer,Heb,Heb|Rev|Rev|Rev|Rev,4,12,new_testament,Bible:Heb.4.12 Bible:Rev.1.16 Bible:Rev.2.12 Bible:Rev.19.15 Bible:Rev.19.21,"Heb. iv. 12; Rev. i. 16; ii. 12; xix. 15,
21"
volume_3,tertullian,jews_answer,Eph,Eph,6,17,new_testament,Bible:Eph.6.17,Eph. vi. 17
volume_3,tertullian,jews_answer,Ps,Ps,62,12,old_testament_or_other,Bible:Ps.62.12,Ps. lxii. 12
volume_3,tertullian,jews_answer,Rom,Rom,2,6,new_testament,Bible:Rom.2.6,Rom. ii. 6
volume_3,tertullian,jews_answer,Ps,Ps,45,5,old_testament_or_other,Bible:Ps.45.5,Ps. xlv. 5
volume_3,tertullian,jews_answer,Heb,Heb,4,13,new_testament,Bible:Heb.4.13,Heb. iv. 13
volume_3,tertullian,jews_answer,Num,Num,13,16,old_testament_or_other,Bible:Num.13.16,Num. xiii. 16
volume_3,tertullian,jews_answer,Exod,Exod,3,8,old_testament_or_other,Bible:Exod.3.8,Ex. iii. 8
volume_3,tertullian,jews_answer,Josh,Josh,5,2,old_testament_or_other,Bible:Josh.5.2-Josh.5.9,Josh. v. 2–9
volume_3,tertullian,jews_answer,Exod,Exod,4,25,old_testament_or_other,Bible:Exod.4.25,Ex. iv. 25
volume_3,tertullian,jews_answer,1Cor,1Cor,10,4,new_testament,Bible:1Cor.10.4,1 Cor. x. 4
volume_3,tertullian,jews_answer,Num,Num,12,5,old_testament_or_other,Bible:Num.12.5-Num.12.8,Num. xii. 5–8
volume_3,tertullian,jews_answer,Exod,Exod|John|John|Col|Heb,33,20,old_testament_or_other,Bible:Exod.33.20 Bible:John.1.18 Bible:John.14.9 Bible:Col.1.15 Bible:Heb.1.3,"Ex. xxxiii. 20; John i. 18; xiv. 9; Col.
i. 15; Heb. i. 3"
volume_3,tertullian,jews_answer,Exod,Exod,23,20,old_testament_or_other,Bible:Exod.23.20-Exod.23.21,"Ex. xxiii. 20, 21"
volume_3,tertullian,jews_answer,Mal,Mal,3,1,old_testament_or_other,Bible:Mal.3.1,Mal. iii. 1
volume_3,tertullian,jews_answer,Matt,Matt|Mark|Luke,11,10,new_testament,Bible:Matt.11.10 Bible:Mark.1.2 Bible:Luke.7.27,"Matt. xi. 10; Mark i. 2; Luke vii.
27"
volume_3,tertullian,jews_answer,Ps,Ps,132,17,old_testament_or_other,Bible:Ps.132.17,Ps. cxxxii. 17
volume_3,tertullian,jews_answer,Matt,Matt,5,17,new_testament,Bible:Matt.5.17,Matt. v. 17
volume_3,tertullian,jews_answer,John,John,5,35,new_testament,Bible:John.5.35,John v. 35
volume_3,tertullian,jews_answer,Isa,Isa|John,40,3,old_testament_or_other,Bible:Isa.40.3 Bible:John.1.23,"Isa. xl. 3, John i.
23"
volume_3,tertullian,jews_answer,John,John|John,1,29,new_testament,Bible:John.1.29 Bible:John.1.36,"John i. 29, 36"
volume_3,tertullian,jews_answer,Isa,Isa,11,1,old_testament_or_other,Bible:Isa.11.1-Isa.11.2,"Isa. xi. 1, 2"
volume_3,tertullian,jews_answer,Luke,Luke,1,27,new_testament,Bible:Luke.1.27,Luke i. 27
volume_3,tertullian,jews_answer,Luke,Luke,2,1,new_testament,Bible:Luke.2.1-Luke.2.7,Luke ii. 1–7
volume_3,tertullian,jews_answer,Isa,Isa|Isa,53,3,old_testament_or_other,Bible:Isa.53.3 Bible:Isa.53.7,"Isa. liii. 3, 7"
volume_3,tertullian,jews_answer,Ps,Ps,38,17,old_testament_or_other,Bible:Ps.38.17,Ps. xxxviii. 17
volume_3,tertullian,jews_answer,Isa,Isa,42,2,old_testament_or_other,Bible:Isa.42.2-Isa.42.3,"Isa. xlii. 2, 3"
volume_3,tertullian,jews_answer,Matt,Matt,12,19,new_testament,Bible:Matt.12.19-Matt.12.20,"Matt. xii. 19, 20"
volume_3,tertullian,jews_answer,Isa,Isa,58,1,old_testament_or_other,Bible:Isa.58.1-Isa.58.2,"Isa. lviii. 1, 2"
volume_3,tertullian,jews_answer,Isa,Isa,35,4,old_testament_or_other,Bible:Isa.35.4-Isa.35.6,"Isa. xxxv. 4, 5, 6"
volume_3,tertullian,jews_answer,John,John|John,5,17,new_testament,Bible:John.5.17-John.5.18 Bible:John.10.31-John.10.33,"John v. 17, 18, compared with x.
31–33"
volume_3,tertullian,jews_answer,Deut,Deut,21,23,old_testament_or_other,Bible:Deut.21.23,Deut. xxi. 23
volume_3,tertullian,jews_answer,Gal,Gal,3,13,new_testament,Bible:Gal.3.13,Gal. iii. 13
volume_3,tertullian,jews_answer,Deut,Deut,21,22,old_testament_or_other,Bible:Deut.21.22-Deut.21.23,"Deut. xxi. 22, 23"
volume_3,tertullian,jews_answer,1Pet,1Pet,2,22,new_testament,Bible:1Pet.2.22,1 Pet. ii. 22
volume_3,tertullian,jews_answer,Isa,Isa,53,9,old_testament_or_other,Bible:Isa.53.9,Isa. liii. 9
volume_3,tertullian,jews_answer,Ps,Ps,35,12,old_testament_or_other,Bible:Ps.35.12,"Ps. xxxv.
(xxxiv. in LXX.) 12"
volume_3,tertullian,jews_answer,Ps,Ps,69,4,old_testament_or_other,Bible:Ps.69.4,Ps. lxix. 4
volume_3,tertullian,jews_answer,Ps,Ps,69,21,old_testament_or_other,Bible:Ps.69.21,Ps. lxix. 21
volume_3,tertullian,jews_answer,Ps,Ps,22,18,old_testament_or_other,Bible:Ps.22.18,Ps. xxii. 18
volume_3,tertullian,jews_answer,Matt,Matt|Matt|John|John|John,26,56,new_testament,Bible:Matt.26.56 Bible:Matt.27.34-Matt.27.35 Bible:John.19.23-John.19.24 Bible:John.19.28 Bible:John.19.32-John.19.37,"Matt. xxvi. 56; xxvii. 34, 35; John xix.
23, 24, 28, 32–37"
volume_3,tertullian,jews_answer,Rom,Rom,9,32,new_testament,Bible:Rom.9.32-Rom.9.33,"Rom. ix. 32, 33"
volume_3,tertullian,jews_answer,Isa,Isa|1Cor|Gal,28,16,old_testament_or_other,Bible:Isa.28.16 Bible:1Cor.1.23 Bible:Gal.5.11,"Isa. xxviii. 16; 1 Cor. i. 23; Gal. v.
11"
volume_3,tertullian,jews_answer,Gen,Gen,22,1,old_testament_or_other,Bible:Gen.22.1-Gen.22.10,Gen. xxii. 1–10
volume_3,tertullian,jews_answer,John,John,19,17,new_testament,Bible:John.19.17,John xix. 17
volume_3,tertullian,jews_answer,Gen,Gen,37,,old_testament_or_other,Bible:Gen.37,Gen. xxxvii
volume_3,tertullian,jews_answer,Rom,Rom,9,5,new_testament,Bible:Rom.9.5,Rom. ix. 5
volume_3,tertullian,jews_answer,Deut,Deut,33,17,old_testament_or_other,Bible:Deut.33.17,"Deut. xxxiii.
17"
volume_3,tertullian,jews_answer,Gen,Gen,49,5,old_testament_or_other,Bible:Gen.49.5-Gen.49.7,"Gen. xlix.
5–7"
volume_3,tertullian,jews_answer,Gen,Gen,34,25,old_testament_or_other,Bible:Gen.34.25-Gen.34.31,"Gen.
xxxiv. 25–31"
volume_3,tertullian,jews_answer,Gen,Gen,49,5,old_testament_or_other,Bible:Gen.49.5-Gen.49.7,Gen. xlix. 5–7
volume_3,tertullian,jews_answer,Exod,Exod,17,8,old_testament_or_other,Bible:Exod.17.8-Exod.17.16,Ex. xvii. 8–16
volume_3,tertullian,jews_answer,Col,Col,2,14,new_testament,Bible:Col.2.14-Col.2.15,"Col. ii. 14, 15"
volume_3,tertullian,jews_answer,Exod,Exod,20,4,old_testament_or_other,Bible:Exod.20.4,Ex. xx. 4
volume_3,tertullian,jews_answer,Num,Num,21,4,old_testament_or_other,Bible:Num.21.4-Num.21.9,Num. xxi. 4–9
volume_3,tertullian,jews_answer,Gen,Gen,3,1,old_testament_or_other,Bible:Gen.3.1,Gen. iii. 1
volume_3,tertullian,jews_answer,2Cor,2Cor|Rev,11,3,new_testament,Bible:2Cor.11.3 Bible:Rev.12.9,2 Cor. xi. 3; Rev. xii. 9
volume_3,tertullian,jews_answer,2Cor,2Cor|Matt|Rev,11,14,new_testament,Bible:2Cor.11.14-2Cor.11.15 Bible:Matt.25.41 Bible:Rev.12.9,"2 Cor. xi. 14, 15; Matt. xxv. 41; Rev.
xii. 9"
volume_3,tertullian,jews_answer,Ps,Ps,96,10,old_testament_or_other,Bible:Ps.96.10,Ps. xcvi. 10
volume_3,tertullian,jews_answer,Matt,Matt|Luke,13,55,new_testament,Bible:Matt.13.55 Bible:Luke.4.22,"Matt.
xiii. 55; Luke iv. 22"
volume_3,tertullian,jews_answer,Mark,Mark,6,3,new_testament,Bible:Mark.6.3,Mark vi. 3
volume_3,tertullian,jews_answer,Isa,Isa,9,6,old_testament_or_other,Bible:Isa.9.6,Isa. ix. 6
volume_3,tertullian,jews_answer,Jer,Jer,11,19,old_testament_or_other,Bible:Jer.11.19,Jer. xi. 19
volume_3,tertullian,jews_answer,John,John,6,,new_testament,Bible:John.6,John vi
volume_3,tertullian,jews_answer,Ps,Ps,22,,old_testament_or_other,Bible:Ps.22,Ps. xxii
volume_3,tertullian,jews_answer,Ps,Ps,22,16,old_testament_or_other,Bible:Ps.22.16,"Ver.
16"
volume_3,tertullian,jews_answer,Ps,Ps,22,21,old_testament_or_other,Bible:Ps.22.21,Ps. xxii. 21
volume_3,tertullian,jews_answer,Isa,Isa,53,8,old_testament_or_other,Bible:Isa.53.8-Isa.53.10,"Isa. liii. 8, 9, 10"
volume_3,tertullian,jews_answer,Isa,Isa,57,2,old_testament_or_other,Bible:Isa.57.2,Isa. lvii. 2
volume_3,tertullian,jews_answer,Isa,Isa,53,12,old_testament_or_other,Bible:Isa.53.12,Isa. liii. 12
volume_3,tertullian,jews_answer,Amos,Amos,8,9,old_testament_or_other,Bible:Amos.8.9-Amos.8.10,"Amos viii. 9, 10"
volume_3,tertullian,jews_answer,Exod,Exod,12,1,old_testament_or_other,Bible:Exod.12.1-Exod.12.11,Ex. xii. 1–11
volume_3,tertullian,jews_answer,Matt,Matt|Mark|Luke|John,26,17,new_testament,Bible:Matt.26.17 Bible:Mark.14.12 Bible:Luke.22.7 Bible:John.18.28,"Matt. xxvi. 17; Mark xiv. 12; Luke xxii.
7; John xviii. 28"
volume_3,tertullian,jews_answer,1Cor,1Cor,5,7,new_testament,Bible:1Cor.5.7,1 Cor. v. 7
volume_3,tertullian,jews_answer,Isa,Isa,61,2,old_testament_or_other,Bible:Isa.61.2,Isa. lxi. 2
volume_3,tertullian,jews_answer,Rev,Rev,1,13,new_testament,Bible:Rev.1.13,Rev. i. 13
volume_3,tertullian,jews_answer,Ezek,Ezek,8,12,old_testament_or_other,Bible:Ezek.8.12-Ezek.9.6,"Ezek. viii.
12–ix. 6"
volume_3,tertullian,jews_answer,Deut,Deut,28,65,old_testament_or_other,Bible:Deut.28.65,xxviii. 65
volume_3,tertullian,jews_answer,Col,Col,3,4,new_testament,Bible:Col.3.4,"Col. iii.
4"
volume_3,tertullian,jews_answer,John,John|John|John,1,4,new_testament,Bible:John.1.4 Bible:John.14.6 Bible:John.11.25,John i. 4; xiv. 6; xi. 25
volume_3,tertullian,jews_answer,Ps,Ps,2,7,old_testament_or_other,Bible:Ps.2.7-Ps.2.8,"Ps. ii. 7, 8"
volume_3,tertullian,jews_answer,Isa,Isa|Isa|Luke,42,6,old_testament_or_other,Bible:Isa.42.6-Isa.42.7 Bible:Isa.61.1 Bible:Luke.4.14-Luke.4.18,"Isa. xlii. 6, 7, comp. lxi. 1; Luke iv.
14–18"
volume_3,tertullian,jews_answer,Luke,Luke,2,25,new_testament,Bible:Luke.2.25-Luke.2.33,Luke ii. 25–33
volume_3,tertullian,jews_answer,Mic,Mic|Matt,5,2,old_testament_or_other,Bible:Mic.5.2 Bible:Matt.2.3-Matt.2.6,Mic. v. 2; Matt. ii. 3–6
volume_3,tertullian,jews_answer,Isa,Isa,1,7,old_testament_or_other,Bible:Isa.1.7,Isa. i. 7
volume_3,tertullian,jews_answer,John,John|John,5,43,new_testament,Bible:John.5.43 Bible:John.10.37-John.10.38,"John v. 43; x. 37, 38"
volume_3,tertullian,jews_answer,Isa,Isa,33,17,old_testament_or_other,Bible:Isa.33.17,Isa. xxxiii. 17
volume_3,tertullian,jews_answer,Isa,Isa,33,18,old_testament_or_other,Bible:Isa.33.18,Isa. xxxiii. 18
volume_3,tertullian,jews_answer,Exod,Exod,30,22,old_testament_or_other,Bible:Exod.30.22-Exod.30.33,Ex. xxx. 22–33
volume_3,tertullian,jews_answer,1Kgs,1Kgs,1,39,old_testament_or_other,Bible:1Kgs.1.39,"1 Kings (3
Kings in LXX.) i. 39"
volume_3,tertullian,jews_answer,2Sam,2Sam,6,17,old_testament_or_other,Bible:2Sam.6.17,"2 Sam.—2 Kings in LXX.—vi.
17"
volume_3,tertullian,jews_answer,Isa,Isa|Rom,65,2,old_testament_or_other,Bible:Isa.65.2 Bible:Rom.10.21,Isa. lxv. 2; Rom. x. 21
volume_3,tertullian,jews_answer,Ps,Ps|Ps,22,16,old_testament_or_other,Bible:Ps.22.16-Ps.22.17 Bible:Ps.69.21,"Ps.
xxii. 16, 17 (xxi. 17, 18, in LXX.), and lxix. 21"
volume_3,tertullian,jews_answer,Ps,Ps|Ps,67,6,old_testament_or_other,Bible:Ps.67.6 Bible:Ps.85.12,"Ps.
lxvii. 6 (lxvi. 7 in LXX.), lxxxv. 12"
volume_3,tertullian,jews_answer,Joel,Joel,2,22,old_testament_or_other,Bible:Joel.2.22,Joel ii. 22
volume_3,tertullian,jews_answer,Exod,Exod,15,22,old_testament_or_other,Bible:Exod.15.22-Exod.15.26,Ex. xv. 22–26
volume_3,tertullian,jews_answer,Acts,Acts,26,18,new_testament,Bible:Acts.26.18,Acts xxvi. 18
